Cancion;Nombre Album;Artista;Fecha de lanzamiento;Codigo de grabacion;Ranking historico;Spotify Streams;Spotify Playlist Count;Busquedas en Spotify;Spotify Popularity;YouTube Views;YouTube Likes;TikTok Posts;TikTok Likes;TikTok Views;YouTube Playlist Reach;Apple Music Playlist Count;Amazon Playlist Count;Soundcloud Streams;;;;;
One in a Million;One in a Million;Bebe Rexha;8/4/23;USWB12303800;3,734;109,868,838;17,147;65,679,098;70;6,256,696;55,646;2,428;385,969;7,034,216;;48;36;;;;;;
Playing Games;Playing Games;Summer Walker;8/23/2019;USUM71917221;3,737;177,369,022;26,786;5,711,358;58;200,783,046;1,614,839;76,025;12,315,439;75,387,907;85,920,589;35;29;35,561,645;;;;;
Often;Ultimate R&B 2014;The Weeknd;1/1/14;USUG11401323;3,728;982,399,328;142,822;40,628,124;73;578,225,770;3,493,215;60,212;29,558,322;191,313,816;156,782,991;47;1;;;;;;
Balanï¿½ï¿½o da ;Balanï¿½ï¿½o da ;Matheus Fernandes;2/24/2022;BCDE52200008;3,719;237,867,475;19,268;14,221,320;61;302,341,579;1,218,262;;;;745,025,834;27;10;;;;;;
Better Things;Better Things - Single;aespa;8/18/2023;KRA302300242;3,738;72,446,983;7,731;5,625,254;60;100,786,648;982,757;29,345;39,545,448;325,517,526;7,512,353;20;20;;;;;;
CCC - Remix;CCC (Remix) - Single;Michelle Maciel;9/1/23;UYB282379019;3,715;127,818,826;8,847;5,073,881;;79,764,064;303,155;;;;2,518,170;5;3;;;;;;
Carnival;Carnival Pack - EP;Kanye West;2/8/24;QZA742422174;3,711;465,320,426;324;228,188;;;;;;;;26;;;;;;;
Swag Se Swagat;Tiger Zinda Hai (Original);Neha Bhasin;12/12/17;INY091700034;3,716;22,317,486;4,244;2,598,110;50;1,179,253,796;5,477,479;249,2;2,535,364;48,439,256;24,970,879;12;;;;;;;
SEVILLA;SEVILLA;Thrife;8/12/22;SE6XW2288884;3,725;26,054,526;23,652;1,011,837;41;1,500,755;20,564;1,585,725;76,687,884;769,574,589;;1;1;;;;;;
Chana Tera Shukriya;Jogiya Koe;Tanveer Anjum;7/15/2023;DGA062354084;3,717;9,015;4;95;6;;;1,200,000;2,363,999;55,049,957;;;;;;;;;
Caramelo - Remix;Caramelo (Remix);Leoo Remix;10/1/20;QZNJV2032699;3,733;144,767;82;2,477;;697,719,336;3,167,472;;;;171,565,650;;;;;;;;
GHOST!;GHOST!;phonk.me;12/2/22;QZTB22273485;3,713;127,080,399;24,672;15,850,206;67;62,472,711;883,285;;;;;7;;8,501,292;;;;;
CUTE DEPRESSED;Cute Depressed - Single;Dyan Dxddy;2/2/24;QZZ662413549;3,726;54,477,192;3,729;21,277,335;77;36,326,774;890,834;;3,460,300;41,400,000;;2;;;;;;;
Inolvidable;Inolvidable;Ovy On The Drums;1/15/2020;USWL12000002;3,712;256,133,319;38,487;8,731,809;65;515,007,268;2,900,662;357,7;35,450,027;341,404,786;9,984;8;;;;;;;
Lioness;Lioness;Swedish House Mafia;6/7/24;USUG12403371;3,71;2,480,498;776;49,144,891;;144,589;5,727;;;;;24;27;13,294;;;;;
Zombie;Zombie;Bad Wolves;1/19/2018;USDPK1800004;3,718;391,235,723;77,293;8,225,027;6;133,338,318;1,407,929;104,019;14,567,512;193,481,131;2,33;9;33;;;;;;
NI BIEN NI MAL;X 100PRE;Bad Bunny;12/23/2018;QM7281884659;3,735;461,199,840;57,617;14,966,162;61;457,134,135;3,745,990;789,376;16,239,631;170,750,243;23,716,081;14;;1,606,154;;;;;
MAï¿½ï¿½ANA SERï¿½ï¿;MAï¿½ï¿½ANA SERï¿½ï¿;KAROL G;2/23/2023;USUM72222550;3,721;132,811,353;12,97;4,805,498;66;53,670,834;569,439;516,3;12,432,832;163,703,206;;9;20;;;;;;
My Heart Goes (La Di Da);Only Honest On The Weekend;Becky Hill;8/20/2021;GBUM72102422;3,736;300,361,628;57,447;23,619,962;63;73,752,014;482,554;3,082;633,965;11,785,929;18,021,243;94;46;;;;;;
Candy Shop;Candy Shop;50 Cent;1/1/05;USIR10500072;3,732;954,807,024;219,091;69,258,950;75;1,230,174,677;8,016,633;313,458;56,619,292;950,938,614;379,363,177;76;25;18,800,874;;;;;
ONLY;ONLY;LeeHi;8/27/2021;KRC712100039;3,724;335,212,411;50,34;7,777,287;71;154,369,917;1,963,254;411,4;224,149,612;1,513,137,827;5,539,129;8;;;;;;;
Avalon;Avalon;$uicideboy$;5/21/2021;QZAPK2000176;3,723;204,669,341;54,797;3,940,409;65;49,001,959;441,894;17,568;4,312,773;49,284,460;65,798,617;2;;21,572,723;;;;;
Puro Campeï¿½;Puro Campeï¿½ï¿½n - Si;Grupo Marca Registrada;10/14/2022;USA2P2243895;3,708;162,996,272;20,521;5,076,875;61;137,834,966;708,557;265,1;5,676,478;72,517,463;;5;;;;;;;
Esperï¿½ï¿½n;Esperï¿½ï¿½n;Manuel Turizo;12/7/17;USQX91702666;3,729;333,106,545;25,97;7,253,202;59;982,437,656;2,944,717;81,315;3,138,449;37,754,097;200,120,108;18;8;;;;;;
Gas Pedal;Gas Pedal - The EP;Sage The Gemini;3/19/2013;USUYG1027384;3,751;253,903,241;57,35;12,202,121;59;25,539,550;321,94;101,759;20,788,928;136,052,679;;25;;;;;;;
Landmines;Landmines;Sum 41;9/27/2023;QMRSZ2302172;3,748;18,708,085;6,754;7,014,623;;6,801,971;145,932;;5,671;68,136;5,104,817;14;27;;;;;;
Flowers;Flowers (Official Video);Miley Cyrus;1/12/23;USSM22202811;3,752;2,031,280,633;1;92;;;;;;;;;;;;;;;
Mnike (feat. DJ Maphorisa; Nandipha808; Ceeka RSA & Tyron Dee);Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee);Tyler ICU;4/28/2023;3,747;22.1;54,611,633;19,814;4,852,560;61;25,626,713;241,463;575,8;50,987,040;681,526,979;4;;;1;;;
DANCE CRIP;DANCE CRIP;Trueno;11/17/2021;ARRWN2000082;3,754;265,253,887;50,642;5,259,227;61;186,689,501;2,429,799;123,504;81,240,604;704,505,804;48,162,048;25;10;;;;;;
stellar;stellar;.diedlonely;6/23/2023;QM3DF2222961;3,742;44,235,866;6,022;1,268,699;66;5,698,615;142,632;919,217;181,638,749;1,776,006,642;;4;;;;;;;
En Tu Perra Vida;En Tu Perra Vida;Grupo Firme;5/12/21;QZDQH2143285;3,74;265,126,606;24,857;13,763,202;53;336,327,870;1,617,604;35,3;7,194,400;92,652,072;18,970,945;14;21;;;;;;
Malibu;Malibu;Miley Cyrus;5/11/17;USRC11700814;3,763;810,044,838;87,422;33,951,824;68;541,704,571;3,988,386;258,494;158,069,295;1,190,522,330;78,787,707;136;33;;;;;;
Skin and Bones;Skin and Bones;David Kushner;1/19/2024;QZXDB2300047;3,744;70,354,552;9,185;8,922,438;;19,123,011;368,576;;6,440,333;45,949,903;123,899,368;17;21;;;;;;
Shut up My Moms Calling - (Sped Up);Shut up My Moms Calling (Sped up);Hotel Ugly;9/14/2022;SE6XY2215995;3,746;428,290,193;54,042;7,715,768;75;;;;;;;2;8;;;;;;
Spinnin;Spinnin;Connor Price;10/21/2022;QZTAS2238500;3,741;164,206,429;49,659;12,999,272;63;12,484,960;163,647;25,2;18,960,431;182,197,234;;1;;2,238,898;;;;;
Baby Shark;Baby Shark & More Kids Songs;Super Simple Songs;3/24/2017;TCADE1784654;3,749;53,980,875;4,005;631,145;55;1,065,036,315;1,487,277;490;10,111;386,999;48,369,630;2;3;;;;;;
BARBIEZ;Pa las Baby's Y Belikeada;Fuerza Regida;10/20/2023;QZ9QQ2300783;3,759;90,149,537;6,289;7,279,462;;61,433,874;291,107;17,8;3,515,375;38,602,611;82,109,940;10;1;;;;;;
Coladin;Indï¿½ï¿½;Zï¿½ï¿½ Vaqu;10/27/2022;BCZZV2200032;3,76;68,110,254;5,563;9,739,787;62;220,238,857;1,027,402;293,1;10,599,831;175,981,880;203,704,889;13;2;;;;;;
"Coca Cola (From ""Luka Chuppi"")";"Coca Cola (From ""Luka Chuppi"")";Tony Kakkar;2/4/19;INS181900274;3,757;84,890,640;8,746;5,016,334;59;939,513,536;3,629,985;30,6;496,273;7,092,486;138,637,329;17;3;;;;;;
Los Botones Azules;Mi Vida En Un Cigarro 2;Junior H;2/11/22;USWL12200130;3,758;409,608,018;35,76;13,777,862;70;144,073,017;744,92;121,4;26,034,148;274,609,855;;17;8;;;;;;
All By Myself;All By Myself;Alok;10/7/22;DEE862201655;3,764;153,478,699;23,576;35,626,223;68;8,834,684;103,744;;;;13,208,107;66;18;45,258;;;;;
Dj Balada Boa X Pika Pika Kawenimeri;Dj Balada Boa X Pika Pika Kawenimeri;DJ USUP;3/2/22;SGB502208098;3,762;302,568;285;25,137;7;;;2,957,617;99,826,326;2,026,344,214;;;;;;;;;
Joli bï¿½ï¿;Joli bï¿½ï¿;Naza;9/11/20;FRX762022181;3,755;131,677,140;35,653;2,205,297;57;198,494,925;1,095,673;1,502,712;37,799,046;559,416,339;7,459,129;28;2;302,899;;;;;
Time of Our Lives;Time of Our Lives;Pitbull;11/17/2014;USRC11402647;3,739;1,283,683,926;203,125;103,528,914;79;351,633,773;2,243,784;382,535;88,186,338;590,688,494;150,511,593;140;7;;;;;;
Blood // Water;Blood / / Water;grandson;10/27/2017;TCADI1720999;3,745;658,966,178;132,079;18,302,636;68;218,493,561;3,016,621;810,429;139,586,105;1,291,420,904;12,908,888;10;15;;;;;;
Famous Hoes;Famous Hoes;NLE Choppa;12/10/19;USWB11903266;3,753;126,680,278;37,176;2,555,897;54;114,034,780;1,082,538;23,04;1,288,203;10,857,910;617,599;3;;52,906,879;;;;;
AMOR PROPIO;AMOR PROPIO;Grupo Frontera;10/19/2023;DGA0H2357875;3,756;59,582,290;3,988;5,490,306;;72,157,125;363,308;58,3;9,130,133;102,839,961;253,986,639;4;;;;;;;
Wreckage;Wreckage;Pearl Jam;4/17/2024;USUG12309753;3,75;6,247,901;887;15,777,506;;663,933;13,751;;;;;20;40;;;;;;
This Town;This Town;Niall Horan;9/29/2016;USUG11601029;3,743;957,810,500;107,486;73,687,531;74;174,370,096;2,856,158;309,815;26,476,462;159,860,013;14,483,762;104;12;21,192,691;;;;;
Maybe Youï¿½ï¿½ï¿½re The P;Maybe Youï¿½ï¿½ï¿½re The P;Ava Max;4/28/2022;USAT22203651;3,761;181,659,395;24,137;10,925,511;62;50,640,948;470,13;7,766;5,336,041;87,012,707;2,764,048,939;53;12;;;;;;
Lil Bit;Lil Bit;Nelly;10/23/2020;USQX92003343;3,792;250,828,412;40,989;10,401,884;61;47,811,498;451,406;107,173;16,852,819;158,825,909;197,197;47;22;;;;;;
Nenas;Nenas;Anni K;11/25/2022;QZNW72249626;3,79;22,362;5;22,387;10;312,422,708;1,133,105;;;;;;;;;;;;
Rainy Days;Layover;V;8/11/23;USA2P2339028;3,776;253,540,909;10,383;13,943,814;70;67,113,019;3,432,701;866;1,173,702;5,236,353;119,265,847;4;6;;;;;;
Disaster;Disaster - Single;KSLV Noh;6/21/2021;QZHNC2184834;3,784;258,379,092;72,424;23,939,335;65;54,540,038;1,019,009;789,667;165,449,639;1,863,921,422;28,228;12;;;;;;;
Feelings;Feelings;Sumit Goswami;7/7/20;INS172001990;3,773;42,067,554;4,38;426,039;54;698,286,046;7,544,844;78,4;666,432;7,829,359;156,384,597;;;;;;;;
Trouble With A Heartbreak;Trouble With A Heartbreak;Jason Aldean;1/14/2022;QMRSZ2102055;3,77;54,488,988;10,962;1,379,201;4;29,552,269;223,336;12,866;1,632,207;14,048,502;230,979,355;;;;;;;;
Los Collares;Los Collares;Oscar Maydon;9/30/2022;USANG2210588;3,769;332,741,927;23,892;9,122,511;72;150,888,295;609,166;23,8;10,579,568;86,648,762;;5;1;;;;;;
BLAQ ON BLAQ (feat. Luciano);BLAQ ON BLAQ (feat. Luciano);HoodBlaq;5/30/2024;DEKF22400486;3,772;8,033,479;1,347;7,618,938;70;1,247,875;50,363;;;;;11;8;;;;;;
Memories (feat. Kid Cudi);VIVA Club Rotation (Vol. 46);Kid Cudi;12/5/08;FRZID0900480;3,778;923,932,404;261,469;53,941,189;63;589,202,937;3,297,320;818,905;254,252,068;1,972,131,587;146,327,127;64;24;;;;;;
It's That Time;It's That Time;Marlon Hoffstadt;4/21/2023;QM4TX2371595;3,789;29,365,536;28,087;18,522,511;62;3,502,786;57,445;13,139;11,053,278;124,006,258;;4;18;6,407,526;;;;;
Do Not Climb;Do Not Climb;Claps;3/16/2023;AUXN22297509;3,78;2,723;11;237;;250,777,729;329,563;;;;;;;;;;;;
Mï¿½ï¿½lanine (feat. Were;Mï¿½ï¿½la;Heuss L'enfoirï¿;5/3/24;FRPZ92417040;3,786;14,500,608;1,528;6,768,397;71;7,766,177;77,814;;;;;18;20;;;;;;
Bakkal Amca;Bakkal Amca;Kukuli;5/10/21;QZHN62167502;3,775;5,755,295;850;54,262;36;565,493,630;1,545,650;702;43,785;1,040,868;;;;;;;;;
Martes 13;Martes 13 - Single;Luis R Conriquez;5/17/2024;QM6N22452000;3,768;12,809,544;967;11,244,203;;7,124,556;79,55;;;;125,856,157;7;10;;;;;;
Jom ka du me tï¿½ï¿;Jom ka du me tï¿½ï¿;Dafina Zeqiri;5/31/2024;QZNFJ2402633;3,791;1,196,257;208;567,656;57;7,023,287;34,395;;;;;2;;;;;;;
BellaBella;Bella Bella (feat. Scelo);Vanco;2/23/2017;ZA4MG1700001;3,783;3,835;12;142;1;1,438,604,417;6,279,411;;;;274,134,343;;;;;;;;
Long Journey;Nostalgia;Rod Wave;9/15/2023;USQX92305193;3,765;26,215,354;6,248;524,752;;16,885,737;135,693;;7,673,272;63,529,208;10,588,113;2;3;7,735,532;;;;;
Die A Happy Man;Die a Happy Man - Single;Thomas Rhett;1/1/15;USLXJ1507199;3,782;622,198,235;53,548;22,066,757;66;281,739,663;1,138,264;10,615;2,053,389;18,928,214;349,194,533;56;33;;;;;;
Dah Dah DahDah;Who is Nardo Wick?? (Deluxe);Nardo Wick;7/22/2022;USRC12202590;3,766;142,262,820;53,038;20,272,136;63;35,675,859;373,352;134,014;53,648,356;365,465,494;323,596;18;21;;;;;;
Cab In A Solo;Cab In A Solo - Single;Scotty McCreery;8/18/2023;USQX92304263;3,787;11,614,161;2,375;2,311,705;55;3,113,363;29,826;49;63,079;1,218,414;;3;1;136,514;;;;;
Sï¿½ï¿½;Sï¿½ï¿½;Anuel AA;11/18/2021;QMDA62184373;3,771;200,764,254;45,002;9,737,159;57;217,898,959;1,101,215;21,898;1,749,382;28,799,405;206,809,601;35;5;;;;;;
Bachke Bachke (feat. Yarah);Making Memories;Karan Aujla;8/18/2023;CAW112300246;3,779;53,303,131;6,899;2,394,704;61;78,846,057;671,469;47,6;1,633,000;24,708,801;13,938,421;3;1;2,645,810;;;;;
Fed Up;ANTI-ICON;Ghostemane;10/21/2020;ZZOPM2003235;3,785;219,841,054;71,843;10,101,641;64;128,686,770;2,638,466;942,4;98,450,996;1,206,875,855;19,927,196;3;;;;;;;
Slide;Slide;H.E.R.;9/27/2019;USRC11902505;3,781;224,529,894;50,674;7,520,303;53;268,061,194;2,237,400;37,352;15,530,760;112,923,227;61,743,322;43;33;3,325,890;;;;;
"Udd Jaa Kaale Kaava (From ""Gadar 2"")";"Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single";Udit Narayan;6/29/2023;INZ031413259;3,774;4,527,224;392;329,325;;179,686,266;2,633,829;;;;87,239,915;4;2;;;;;;
Be The One;Be The One;Eli Brown;3/31/2023;GBUM72302199;3,777;75,309,953;34,283;39,325,226;67;9,963,983;111,125;4,789;2,241,743;22,133,936;61,165;20;22;3,389,875;;;;;
Top 10 staTues tHat CriEd bloOd;POST HUMAN: NeX GEn;Bring Me The Horizon;5/24/2024;GBARL2400277;3,788;13,330,547;1,675;21,053,939;73;35,472;3,979;;;;;23;43;34,485;;;;;
This City;Not a Hobby;Sam Fischer;1/19/2018;TCADL1840559;3,767;633,467,655;74,321;32,015,799;63;26,434,293;260,55;1,414,817;162,027,612;1,120,361,528;5,356;109;4;27,508,804;;;;;
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½;Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½;MC PH;4/7/23;BXG6R2300280;3,801;131,981,248;15,02;12,049,822;65;127,960,114;714,022;27,489;2,506,579;33,156,781;3,350,968;8;3;;;;;;
Last Time I Saw You;Last Time I Saw You;Nicki Minaj;9/1/23;USUM72312706;3,818;66,513,420;12,49;4,973,699;;15,485,803;395,896;31,322;8,225,518;87,668,727;39,600,226;27;15;;;;;;
Precision;Precision;Big Sean;3/22/2024;USUM72400673;3,795;7,569,031;2,152;10,280,933;;1,937,815;74,131;;;;1,563,442;23;32;;;;;;
Did Me Wrong;B4 BOA - Single;A Boogie Wit da Hoodie;9/8/23;USAT22308669;3,82;32,916,107;13,096;12,843,743;;10,840,662;167,538;30;1,709;20,835;174,648,683;5;;;;;;;
Cry No More (feat. Tay Keith);Cry No More (feat. Tay Keith);Headie One;4/19/2024;GBARL2400420;3,804;13,712,090;3,148;14,042,635;;3,889,395;76,35;;;;26,701,987;14;37;356,418;;;;;
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade);ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single;Jeff Satur;9/23/2022;THW092201719;3,811;41,494,349;6,516;1,169,599;52;267,216,988;1,757,325;73,081;14,349,551;102,354,732;31,309,561;11;;;;;;;
Get Back;Meet The Woo 2;Pop Smoke;2/7/20;USUM72002036;3,8;355,137,565;123,588;10,315,713;64;45,164,581;408,483;684,467;61,667,693;637,177,334;15,755;7;2;;;;;;
Panic Room;Panic Room;Au/Ra;2/9/18;GBARL1702250;3,821;256,361,762;54,16;11,403,808;63;183,409,458;2,721,404;613,379;49,207,504;298,147,047;78,649;26;;152,596;;;;;
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH;DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH;DJ MANIKCI REMIX;8/16/2022;HKK972235335;3,81;5,101,261;1,599;427,725;;;;2,301,734;63,429,404;1,190,306,094;;;;;;;;;
2002;NOW That's What I Call Music! 100;Anne-Marie;7/20/2018;GBAHS1800484;3,807;;116;163,402;;1,074,810,575;9,084,288;;;;1,922,515,947;;;;;;;;
Baila Conmigo (feat. Kelly Ruiz);Baila Conmigo (feat. Kelly Ruï¿½ï;Dayvi;12/28/2018;MXF011900173;3,797;417,257,612;76,682;17,689,258;62;301,418,451;2,797,161;254,653;14,054,827;219,625,896;11,788,182;71;7;;;;;;
Problemas de um Milionï¿½ï¿;Problemas de um Milionï¿½ï¿;WIU;4/10/24;BXW922400001;3,806;34,042,262;3,323;20,484,664;74;11,039,801;333,828;;;;;7;11;;;;;;
Noticed;Noticed;Lil Mosey;7/20/2018;USUM71809565;3,819;727,014,998;114,135;13,562,882;65;348,078,879;3,056,099;9,928;2,804,253;25,640,147;49,905,291;13;1;;;;;;
Shoota (feat. Lil Uzi Vert);Die Lit;Playboi Carti;5/11/18;USUM71804149;3,809;686,323,132;165,691;25,912,755;70;168,225,696;1,829,885;148,928;59,068,777;343,926,725;9,688,256;48;2;;;;;;
Happy Birthday;Happy Birthday;Jovanie;3/22/2019;QM4TX1990759;3,793;37,866;449;53,427;3;1,855,597;35,73;6,000,000;40,025,187;567,183,479;;;;;;;;;
The Greatest;The Greatest;Sia;1/1/16;USRC11601332;3,812;669,427,500;66,668;19,682,111;62;864,787,930;6,096,976;1,407,988;56,322,493;363,488,557;149,246,216;49;30;;;;;;
Ignite;Ignite;Alan Walker;5/11/18;NOG841803010;3,815;339,954,855;61,901;8,272,313;64;669,877,400;6,308,434;411,372;16,903,913;215,231,253;199,672,186;14;9;;;;;;
Sharing Locations (feat. Lil Baby & Lil Durk);Sharing Locations (feat. Lil Baby & Lil Durk);Meek Mill;8/27/2021;USAT22105014;3,805;172,558,590;71,478;11,466,134;53;74,993,454;802,824;10,524;8,222,888;80,999,687;185,526,045;49;20;;;;;;
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i;Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i;Tuï¿½ï¿½ï¿½n;9/21/2023;US38Y2304586;3,794;1,880,312;408;22,223;;58,299,522;173,898;525,671;5,937,642;168,468,483;2,119,803;;;;;;;;
Vette Motors;Vette Motors - Single;YoungBoy Never Broke Again;6/10/22;USAT22207312;3,814;80,585,683;16,202;12,738,423;19;88,959,234;770,086;20,1;5,242,187;42,977,111;332,784,168;3;7;19,542,228;;;;;
Only Fine Girl;Only Fine Girl - Single;Spyro;9/29/2023;ZA56E2305137;3,816;2,490,826;513;66,602;;2,189,347;14,151;851,3;5,350,656;69,943,676;8,865,887;3;;;;;;;
EVIL EMPIRE;YOUNG GENIUS;Lil Mabu;4/5/24;USUYG1539670;3,803;6,097,493;765;183,087;;25,736,622;369,78;;369,8;3,300,000;126,682,615;;;;;;;;
Overwhelmed;Overwhelmed;Royal & the Serpent;6/26/2020;USAT22002973;3,813;189,175,699;49,325;8,000,164;62;14,575,452;497,747;2,335,837;210,789,823;2,001,548,087;;14;6;5,117,469;;;;;
Good as Hell;Good As Hell;Lizzo;3/9/16;USAT21600354;3,799;627,625,151;76,581;23,235,611;66;275,081,528;3,556,731;467,531;128,360,660;1,187,485,509;283,433,005;41;62;;;;;;
Caroline;Caroline;Aminï¿;3/9/16;USCGH1697037;3,802;761,038,233;121,158;21,027,698;64;71,245,011;686,801;470,451;28,814,118;131,813,469;;129;10;;;;;;
Mon ami;Mon ami;Tiesco le sultan;10/10/23;TCAHN2316445;3,808;9,452;3;37;;;;797,1;4,290,586;54,998,866;;;;;;;;;
Zombie Dance with New DB Heroes;Mummy Dance with Family;D Billions;12/8/23;AEA0Q2376389;3,796;37,396;4;3,608;;98,338,088;56,214;;;;;;;;;;;;
Adictiva;Adictiva;Daddy Yankee;11/9/18;US2BU1801109;3,817;428,271,245;50,261;14,055,347;62;587,689,921;2,696,020;352,314;5,880,730;67,856,339;175,065,357;34;12;;;;;;
Kitsch;Kitsch;IVE;3/27/2023;QM4TX2337765;3,798;146,489,854;12,54;4,019,167;64;136,400,964;1,361,854;48,8;32,671,194;293,588,190;565,791,380;16;25;;;;;;
Rewrite The Stars;Rewrite The Stars;Zac Efron;11/17/2017;USAT21704623;3,823;989,608,207;89,52;20,163,755;67;300,627,390;2,508,271;165,697;21,476,849;205,446,459;1,767,096;42;3;;;;;;
Hype Boy;NewJeans 1st EP 'New Jeans';NewJeans;8/1/22;USA2P2230222;3,836;541,018,402;37,204;14,531,541;74;35,777,367;911,054;198,468;138,278,860;1,096,877,338;54,215,732;32;10;1,574,180;;;;;
Enchanted (Taylor's Version);Speak Now (Taylor's Version);Taylor Swift;7/7/23;USUG12302081;3,842;285,889,664;23,393;21,692,426;75;;;;;;;23;53;1,143,120;;;;;
GUCCI LOS PAï¿½ï;MAï¿½ï¿½ANA SERï¿½ï¿;KAROL G;2/24/2023;USUM72222544;3,826;121,721,506;8,049;3,681,766;67;136,014,507;557,809;75,4;5,280,019;78,468,779;7,517,627;10;6;;;;;;
Legends Never Die;Legends Never Die (feat. Against The Current);League of Legends;9/15/2017;QMAF31500062;3,841;595,564,275;93,643;10,186,393;70;529,533,138;5,465,670;242,5;29,092,577;304,569,731;82,405,791;5;22;;;;;;
BLEED;BLEED - Single;The Kid LAROI;11/3/23;USSM12300831;3,824;66,555,473;16,789;14,682,417;;4,641,915;103,677;933;1,300,069;14,476,475;140,713,887;19;8;1,537,733;;;;;
IDGAF;IDGAF;Lucixn;2/13/2023;QZLBC2302548;3,95;1,577,904,955;1;23;;;;;;;;;;;;;;;
Michi Teyu Ku (Overflowing);ýýýýýýýýýýýýýýý;Fujii Kaze;3/14/2024;JPPO02400480;3,825;33,845,527;1,766;5,537,845;69;30,645,137;480,941;;;;;27;9;;;;;;
Desde Esa Noche;Desde Esa Noche;Thalia;1/29/2016;USSD11600005;3,845;322,003,779;25,025;10,799,784;59;1,326,260,675;3,999,448;57,489;13,009,263;77,792,182;205,043,361;27;26;;;;;;
SOS (feat. Aloe Blacc);SOS (feat. Aloe Blacc);Avicii;4/10/19;SE5R71900201;3,839;763,658,190;99,429;20,117,915;66;155,980,021;1,735,488;179,239;19,576,729;258,338,520;327,849,531;143;28;;;;;;
Pulsar Bike;Dhamaka (Original Motion Picture Soundtrack) - EP;Bheems Ceciroleo;1/7/23;IND292208377;3,844;39,057,770;1,308;893,063;27;252,467,125;974,051;;;;;;7;;;;;;
FRANCHISE (feat. Young Thug & M.I.A.);FRANCHISE (feat. Young Thug & M.I.A.);Travis Scott;9/25/2020;USSM12004756;3,83;278,032,053;79,755;13,755,423;63;179,207,995;2,529,783;59,876;18,571,806;170,949,508;80,863,349;58;12;;;;;;
Kya Baat Ay;Kya Baat Ay;Harrdy Sandhu;9/24/2018;INS171806873;3,831;115,373,265;10,885;2,902,589;60;743,095,293;4,886,076;1,753,000;25,262,021;440,380,121;35,968,264;11;6;;;;;;
Do not touch;Do not touch;MISAMO;7/14/2023;JPWP02370420;3,828;65,157,999;8,26;3,310,476;57;117,612,168;1,609,669;33,737;25,965,952;161,449,720;382,084,849;7;1;;;;;;
PERSIAN RUGS;PARTYPACK;PARTYNEXTDOOR;10/16/2020;USWB12004216;3,84;113,153,819;35,421;6,478,459;65;14,448,833;138,564;8,063;6,242,856;47,272,619;;21;7;48,659,667;;;;;
Romeo Juliet - Title Song;Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP;Akassh;3/12/24;INE241800060;3,833;15,619;13;168;;48,633,119;214,149;;;;;;;;;;;;
Ambition For Cash;Ambition For Cash;Key Glock;10/1/21;USUYG1390429;3,835;315,336,758;79,303;26,443,727;70;29,058,447;408,335;104,301;108,992,382;1,234,944,902;164,103,568;30;4;;;;;;
En Peligro de Extinciï¿½;En Peligro De Extinciï¿½;La Adictiva;5/13/2018;MXA411400084;3,832;310,742,518;20,307;11,542,516;65;811,416,034;2,074,845;96,574;2,297,779;32,767,411;13,506,591;10;28;;;;;;
Besito;Besito;Soy Pau;7/8/23;QZNWQ2336916;3,838;6,220,250;458;44,624;50;114,811,395;851,776;353,4;9,369,979;155,823,199;9,555,714;;;;;;;;
ýýýýýý;ýýýýýý;ýýýýýýýýýýýý;1/5/24;JPPO02304150;3,834;46,945,798;4,12;5,907,064;70;50,822,146;474,399;;;;298,810,189;24;4;;;;;;
Be Kind (with Halsey);Manic;Marshmello;1/17/2020;USUG12001567;3,829;664,972,754;67,417;29,811,087;67;148,754,253;2,371,235;154,068;36,829,248;275,420,611;152,714,215;139;34;52,172;;;;;
I GOT YOU;I GOT YOU;TWICE;2/2/24;US5TA2300237;3,843;56,463,608;3,5;6,710,198;13;40,744,351;1,252,374;;;;1,054,770,067;6;16;;;;;;
Zukunft Pink (feat. Inï¿½ï;Zukunft Pink (feat. Inï¿½ï¿½z) - Si;Peter Fox;10/20/2022;DEA622201528;3,822;131,713,257;43,947;6,669,237;58;33,686,131;355,898;33,909;7,289,705;94,823,161;110,208,884;17;10;;;;;;
CCC;CCC;Michelle Maciel;5/5/23;UYB282379007;3,837;205,855,278;15,475;4,201,646;67;78,474,072;419,209;86,628;28,331,408;253,126,168;;12;6;;;;;;
Dime;Dime;El Malilla;4/15/2024;USA2P2420093;3,827;40,072,883;1,248;57,818,152;75;17,561,285;198,584;;;;5,028,873;8;29;;;;;;
